"","word","word_count","word_count_norm","on_cdi"
"214","people",4570,603.250875406782,1
"215","says",4547,600.214820672787,0
"216","into",4526,597.44277069827,1
"217","through",4521,596.782758799576,0
"218","which",4492,592.954689787147,1
"219","talk",4464,589.258623154458,1
"220","bed",4405,581.470482749863,1
"221","done",4342,573.154332826312,0
"222","our",4298,567.3462281178,1
"223","box",4279,564.838182902761,1
"224","happened",4268,563.386156725633,0
"225","color",4189,552.95796872626,0
"226","hello",4168,550.185918751743,1
"227","milk",4163,549.525906853049,1
"228","blue",4144,547.01786163801,1
"229","stop",4133,545.565835460882,1
"230","head",4130,545.169828321665,1
"231","called",4109,542.397778347148,0
"232","getting",4078,538.305704575242,0
"233","use",4073,537.645692676548,0
"234","ya",4061,536.061664119681,0
"235","chair",4056,535.401652220986,1
"236","dog",4042,533.553618904642,1
"237","minute",4004,528.537528474563,0
"238","their",3927,518.373345234668,1
"239","five",3921,517.581330956235,1
"240","cat",3919,517.317326196757,1
"241","room",3901,514.941283361456,1
"242","hand",3899,514.677278601979,1
"243","won't",3866,510.321200070595,0
"244","four",3863,509.925192931378,0
"245","green",3835,506.229126298689,1
"246","juice",3826,505.041104881039,1
"247","after",3812,503.193071564694,1
"248","bear",3766,497.120962096705,1
"249","work",3762,496.592952577749,1
"250","table",3746,494.480914501927,1
"251","made",3733,492.764883565321,0
"252","many",3711,489.860831211065,0
"253","mouth",3710,489.728828831326,1
"254","hair",3699,488.276802654198,1
"255","only",3683,486.164764578376,0
"256","night",3643,480.88466938882,1
"257","next",3603,475.604574199264,1
"258","bring",3556,469.400462351535,1
"259","bit",3528,465.704395718846,0
"260","eating",3504,462.536338605112,0
"261","push",3494,461.216314807723,1
"262","long",3484,459.896291010334,1
"263","piece",3482,459.632286250857,0
"264","funny",3477,458.972274352162,0
"265","food",3471,458.180260073729,1
"266","thank",3466,457.520248175034,0
"267","new",3464,457.256243415556,1
"268","stuff",3450,455.408210099212,0
"269","keep",3427,452.372155365217,0
"270","leave",3415,450.78812680835,0
"271","hat",3399,448.676088732528,1
"272","man",3391,447.620069694616,1
"273","last",3381,446.300045897227,1
"274","uhoh",3364,444.056005441666,1
"275","before",3361,443.659998302449,1
"276","drink",3353,442.603979264538,1
"277","door",3340,440.887948327932,1
"278","came",3336,440.359938808977,0
"279","pick",3336,440.359938808977,1
"280","thought",3331,439.699926910282,0
"281","kitty",3307,436.531869796549,1
"282","might",3306,436.39986741681,0
"283","love",3282,433.231810303076,1
"284","anything",3256,429.799748429865,0
"285","throw",3246,428.479724632476,1
"286","playing",3245,428.347722252737,0
"287","call",3235,427.027698455348,1
"288","coming",3229,426.235684176914,0
"289","saw",3228,426.103681797175,0
"290","story",3210,423.727638961875,1
"291","picture",3193,421.483598506314,1
"292","even",3188,420.823586607619,0
"293","toys",3158,416.863515215452,0
"294","nose",3149,415.675493797802,1
"295","looking",3119,411.715422405635,0
"296","ate",3084,407.095339114774,0
"297","stay",3084,407.095339114774,1
"298","hungry",3078,406.30332483634,1
"299","great",3074,405.775315317385,0
"300","morning",3071,405.379308178168,1
"301","hard",3064,404.455291519996,1
"302","yellow",2999,395.875136836967,1
"303","been",2964,391.255053546105,0
"304","truck",2964,391.255053546105,1
"305","bad",2961,390.859046406889,1
"306","together",2953,389.803027368977,0
"307","move",2951,389.5390226095,0
"308","old",2947,389.011013090544,1
"309","top",2930,386.766972634983,1
"310","paper",2920,385.446948837594,1
"311","making",2913,384.522932179421,0
"312","hands",2907,383.730917900988,0
"313","comes",2900,382.806901242816,0
"314","hot",2872,379.110834610126,1
"315","you'll",2852,376.470787015348,0
"316","outside",2833,373.962741800309,1
"317","while",2828,373.302729901615,0
"318","out_of",2817,371.850703724487,0
"319","tape",2808,370.662682306837,1
"320","wants",2796,369.07865374997,0
"321","write",2758,364.062563319892,1
"322","bye",2757,363.930560940153,1
"323","real",2721,359.178475269552,0
"324","am",2718,358.782468130335,1
"325","though",2718,358.782468130335,0
"326","silly",2716,358.518463370858,0
"327","guess",2689,354.954399117907,0
"328","enough",2673,352.842361042085,0
"329","cup",2664,351.654339624435,1
"330","sleep",2660,351.126330105479,1
"331","hurt",2645,349.146294409396,1
"332","careful",2643,348.882289649918,1
"333","mine",2637,348.090275371484,1
"334","floor",2635,347.826270612007,0
"335","than",2625,346.506246814618,0
"336","close",2620,345.846234915923,1
"337","fun",2615,345.186223017229,0
"338","clean",2614,345.05422063749,1
"339","yep",2603,343.602194460362,0
"340","never",2582,340.830144485845,0
"341","pull",2567,338.850108789761,1
"342","Ross",2551,336.738070713939,0
"343","fish",2548,336.342063574722,1
"344","face",2520,332.645996942033,1
"345","train",2513,331.721980283861,1
"346","guys",2480,327.365901752477,0
"347","wasn't",2469,325.913875575349,0
"348","under",2452,323.669835119788,1
"349","fall",2444,322.613816081876,1
"350","sweetie",2436,321.557797043965,0
"351","talking",2435,321.425794664226,0
"352","sorry",2427,320.369775626315,0
"353","trying",2418,319.181754208665,0
"354","whoa",2410,318.125735170754,0
"355","feet",2392,315.749692335453,0
"356","part",2392,315.749692335453,0
"357","yet",2391,315.617689955715,0
"358","cold",2380,314.165663778587,1
"359","different",2375,313.505651879892,0
"360","mother",2370,312.845639981198,0
"361","fell",2351,310.337594766158,0
"362","shoes",2343,309.281575728247,0
"363","birthday",2329,307.433542411903,0
"364","same",2325,306.905532892947,1
"365","cut",2319,306.113518614514,1
"366","fix",2314,305.453506715819,1
"367","feel",2309,304.793494817125,0
"368","ones",2307,304.529490057647,0
"369","eyes",2305,304.265485298169,0
"370","took",2302,303.869478158952,0
"371","orange",2297,303.209466260258,1
"372","bird",2281,301.097428184435,1
"373","walk",2277,300.56941866548,1
"374","oops",2273,300.041409146524,0
"375","finish",2269,299.513399627569,1
"376","you've",2268,299.38139724783,0
"377","gone",2254,297.533363931485,1
"378","aren't",2251,297.137356792268,0
"379","ask",2249,296.87335203279,0
"380","supposed",2248,296.741349653052,0
"381","yours",2246,296.477344893574,0
"382","ahead",2242,295.949335374618,0
"383","Laura",2240,295.68533061514,0
"384","animals",2233,294.761313956968,0
"385","almost",2231,294.49730919749,0
"386","guy",2230,294.365306817751,0
"387","side",2228,294.101302058274,0
"388","bunny",2225,293.705294919057,1
"389","tree",2210,291.725259222973,1
"390","later",2209,291.593256843234,1
"391","ride",2209,291.593256843234,1
"392","found",2204,290.93324494454,0
"393","already",2192,289.349216387673,0
"394","shall",2190,289.085211628195,0
"395","everything",2186,288.55720210924,0
"396","light",2180,287.765187830806,1
"397","apple",2169,286.313161653678,1
"398","whole",2159,284.993137856289,0
"399","draw",2139,282.353090261511,1
"400","cow",2137,282.089085502033,1
"401","sing",2123,280.241052185689,1
"402","wear",2107,278.129014109866,0
"403","job",2105,277.865009350389,0
"404","zzz",2104,277.73300697065,0
"405","egg",2098,276.940992692216,1
"406","six",2093,276.280980793522,0
"407","whoops",2093,276.280980793522,0
"408","probably",2089,275.752971274566,0
"409","start",2089,275.752971274566,0
"410","yourself",2087,275.488966515088,1
"411","wash",2083,274.960956996133,1
"412","happy",2075,273.904937958222,1
"413","told",2071,273.376928439266,0
"414","end",2061,272.056904641877,0
"415","horse",2051,270.736880844488,1
"416","cookie",2048,270.340873705271,1
"417","yay",2047,270.208871325532,0
"418","must",2044,269.812864186316,0
"419","buy",2042,269.548859426838,1
"420","duck",2037,268.888847528143,1
"421","white",2034,268.492840388927,1
"422","cheese",2032,268.228835629449,1
"423","Mommy's",2029,267.832828490232,0
"424","stand",2022,266.90881183206,1
"425","always",2010,265.324783275193,0
"426","money",2005,264.664771376498,1
"427","page",1993,263.080742819632,0
"428","pretend",1992,262.948740439893,1
"429","books",1980,261.364711883026,0
"430","idea",1980,261.364711883026,0
"431","listen",1964,259.252673807203,1
"432","bite",1957,258.328657149031,1
"433","dinner",1956,258.196654769292,1
"434","foot",1956,258.196654769292,1
"435","ta",1954,257.932650009814,0
"436","hm",1932,255.028597655559,0
"437","bag",1928,254.500588136603,0
"438","touch",1918,253.180564339214,1
"439","blocks",1911,252.256547681042,0
"440","saying",1903,251.20052864313,0
"441","place",1900,250.804521503914,0
"442","chicken",1893,249.880504845741,1
"443","fit",1891,249.616500086264,1
"444","ever",1890,249.484497706525,0
"445","ooh",1890,249.484497706525,0
"446","wanted",1886,248.956488187569,0
"447","coffee",1879,248.032471529397,1
"448","bus",1862,245.788431073835,1
"449","cake",1856,244.996416795402,1
"450","shirt",1853,244.600409656185,1
"451","store",1845,243.544390618274,1
"452","Mark",1844,243.412388238535,0
"453","having",1842,243.148383479057,0
"454","kiss",1836,242.356369200624,1
"455","tomorrow",1833,241.960362061407,1
"456","spoon",1829,241.432352542452,1
"457","I've",1828,241.300350162713,0
"458","finished",1827,241.168347782974,0
"459","kids",1824,240.772340643757,0
"460","left",1809,238.792304947674,0
"461","somebody",1808,238.660302567935,0
"462","lunch",1799,237.472281150285,1
"463","Sarah",1792,236.548264492112,0
"464","sitting",1781,235.096238314984,0
"465","nothing",1775,234.304224036551,0
"466","breakfast",1772,233.908216897334,1
"467","wrong",1761,232.456190720206,0
"468","until",1755,231.664176441773,0
"469","game",1754,231.532174062034,1
"470","dirty",1742,229.948145505167,1
"471","jump",1740,229.684140745689,1
"472","yesterday",1740,229.684140745689,1
"473","hit",1739,229.55213836595,1
"474","uhuh",1719,226.912090771172,0
"475","gave",1712,225.988074113,0
"476","moon",1712,225.988074113,1
"477","second",1707,225.328062214306,0
"478","toy",1707,225.328062214306,1
"479","build",1706,225.196059834567,1
"480","phone",1706,225.196059834567,0
"481","tired",1698,224.140040796655,1
"482","black",1696,223.876036037178,1
"483","William",1690,223.084021758744,0
"484","teeth",1687,222.688014619528,0
"485","small",1671,220.575976543705,0
"486","putting",1670,220.443974163966,0
"487","actually",1668,220.179969404488,0
"488","both",1666,219.915964645011,0
"489","ten",1654,218.331936088144,0
"490","anymore",1648,217.53992180971,0
"491","eight",1648,217.53992180971,0
"492","doggie",1644,217.011912290755,0
"493","run",1639,216.35190039206,1
"494","song",1632,215.427883733888,0
"495","seven",1630,215.16387897441,0
"496","stick",1625,214.503867075716,1
"497","letter",1624,214.371864695977,0
"498","elephant",1614,213.051840898588,1
"499","friend",1612,212.78783613911,1
"500","tea",1598,210.939802822765,0
"501","makes",1596,210.675798063287,0
"502","used",1592,210.147788544332,0
"503","sometimes",1586,209.355774265898,0
"504","matter",1574,207.771745709032,0
"505","break",1573,207.639743329293,1
"506","microphone",1553,204.999695734515,0
"507","being",1548,204.33968383582,0
"508","byebye",1545,203.943676696603,0
"509","set",1542,203.547669557387,0
"510","one's",1537,202.887657658692,0
"511","pig",1531,202.095643380259,1
"512","ice",1529,201.831638620781,1
"513","gets",1528,201.699636241042,0
"514","taking",1516,200.115607684175,0
"515","live",1498,197.739564848875,0
"516","catch",1496,197.475560089397,1
"517","word",1490,196.683545810964,0
"518","fire",1484,195.89153153253,0
"519","everybody",1482,195.627526773053,0
"520","noise",1480,195.363522013575,0
"521","may",1477,194.967514874358,0
"522","caterpillar",1473,194.439505355403,0
"523","cream",1468,193.779493456708,1
"524","stuck",1468,193.779493456708,1
"525","cookies",1467,193.647491076969,0
"526","clothes",1465,193.383486317491,0
"527","favorite",1448,191.13944586193,0
"528","seen",1439,189.95142444428,0
"529","bet",1436,189.555417305063,0
"530","fine",1434,189.291412545585,1
"531","Daddy's",1432,189.027407786108,0
"532","front",1427,188.367395887413,0
"533","wet",1419,187.311376849502,1
"534","likes",1415,186.783367330546,0
"535","chocolate",1414,186.651364950807,1
"536","party",1407,185.727348292635,1
"537","bottle",1403,185.199338773679,1
"538","brush",1394,184.011317356029,1
"539","haha",1393,183.87931497629,0
"540","grandma",1390,183.483307837074,1
"541","wouldn't",1387,183.087300697857,0
"542","fast",1385,182.823295938379,1
"543","bread",1384,182.69129355864,1
"544","means",1381,182.295286419424,0
"545","hole",1372,181.107265001773,0
"546","nine",1369,180.711257862557,0
"547","peekaboo",1369,180.711257862557,1
"548","happens",1360,179.523236444907,0
"549","minutes",1360,179.523236444907,0
"550","nope",1360,179.523236444907,0
"551","pictures",1351,178.335215027257,0
"552","kitchen",1337,176.487181710912,1
"553","cute",1334,176.091174571695,1
"554","pants",1331,175.695167432478,1
"555","Nomi",1320,174.243141255351,0
"556","puzzle",1318,173.979136495873,1
"557","lady",1317,173.847134116134,1
"558","blow",1313,173.319124597178,1
"559","beautiful",1312,173.187122217439,0
"560","boom",1306,172.395107939006,0
"561","plate",1305,172.263105559267,1
"562","Bear",1301,171.735096040311,0
"563","either",1294,170.811079382139,0
"564","bath",1287,169.887062723967,1
"565","pop",1284,169.49105558475,0
"566","sun",1284,169.49105558475,1
"567","boat",1276,168.435036546839,1
"568","finger",1275,168.3030341671,1
"569","haven't",1275,168.3030341671,0
"570","roll",1275,168.3030341671,0
"571","number",1274,168.171031787361,0
"572","every",1269,167.511019888667,1
"573","pieces",1269,167.511019888667,0
"574","twenty",1259,166.190996091278,0
"575","children",1258,166.058993711539,0
"576","s",1258,166.058993711539,0
"577","yummy",1258,166.058993711539,0
"578","tickle",1249,164.870972293889,1
"579","Naima",1248,164.73896991415,0
"580","purple",1248,164.73896991415,0
"581","aw",1243,164.078958015455,0
"582","sound",1243,164.078958015455,0
"583","uhhum",1243,164.078958015455,0
"584","slide",1240,163.682950876238,1
"585","needs",1237,163.286943737022,0
"586","window",1234,162.890936597805,1
"587","own",1229,162.23092469911,0
"588","tonight",1228,162.098922319372,1
"589","behind",1226,161.834917559894,1
"590","it'll",1221,161.174905661199,0
"591","Henry",1220,161.04290328146,0
"592","cause",1217,160.646896142244,0
"593","dinosaur",1217,160.646896142244,0
"594","eggs",1217,160.646896142244,0
"595","babies",1213,160.118886623288,0
"596","diaper",1212,159.986884243549,1
"597","pink",1211,159.85488186381,0
"598","rest",1211,159.85488186381,0
"599","round",1211,159.85488186381,0
"600","count",1207,159.326872344855,0
"601","ha",1207,159.326872344855,0
"602","also",1206,159.194869965116,0
"603","bowl",1206,159.194869965116,1
"604","cars",1198,158.138850927205,0
"605","cool",1193,157.47883902851,0
"606","b",1188,156.818827129816,0
"607","mess",1188,156.818827129816,0
"608","airplane",1187,156.686824750077,1
"609","bigger",1186,156.554822370338,0
"610","what're",1182,156.026812851382,0
"611","friends",1179,155.630805712165,0
"612","forgot",1177,155.366800952688,0
"613","asked",1176,155.234798572949,0
"614","excuse",1172,154.706789053993,0
"615","soon",1168,154.178779535037,0
"616","oo",1164,153.650770016082,0
"617","week",1163,153.518767636343,0
"618","year",1161,153.254762876865,0
"619","button",1158,152.858755737648,1
"620","taste",1155,152.462748598432,1
"621","dear",1152,152.066741459215,0
"622","fingers",1148,151.538731940259,0
"623","puppy",1148,151.538731940259,1
"624","heard",1145,151.142724801043,0
"625","tail",1142,150.746717661826,0
"626","broken",1138,150.21870814287,1
"627","half",1135,149.822701003654,0
"628","drive",1134,149.690698623915,1
"629","high",1133,149.558696244176,1
"630","ring",1133,149.558696244176,0
"631","I'd",1130,149.162689104959,0
"632","few",1129,149.03068672522,0
"633","shoe",1126,148.634679586004,1
"634","Peter",1125,148.502677206265,0
"635","couldn't",1124,148.370674826526,0
"636","eye",1121,147.974667687309,1
"637","bang",1120,147.84266530757,0
"638","tv",1120,147.84266530757,0
"639","butter",1115,147.182653408876,1
"640","flowers",1113,146.918648649398,0
"641","quack",1113,146.918648649398,1
"642","change",1106,145.994631991226,0
"643","o",1104,145.730627231748,0
"644","c",1102,145.46662247227,0
"645","rabbit",1102,145.46662247227,0
"646","gosh",1097,144.806610573575,0
"647","sleeping",1096,144.674608193837,0
"648","you'd",1096,144.674608193837,0
"649","David",1088,143.618589155925,0
"650","recorder",1088,143.618589155925,0
"651","nap",1087,143.486586776186,1
"652","full",1084,143.09057963697,1
"653","circle",1082,142.826574877492,0
"654","sister",1082,142.826574877492,1
"655","boys",1081,142.694572497753,0
"656","mouse",1081,142.694572497753,1
"657","what'd",1081,142.694572497753,0
"658","best",1080,142.562570118014,0
"659","snow",1079,142.430567738275,1
"660","colors",1074,141.770555839581,0
"661","words",1071,141.374548700364,0
"662","elephants",1070,141.242546320625,0
"663","such",1069,141.110543940886,0
"664","monkey",1067,140.846539181408,1
"665","ow",1065,140.582534421931,0
"666","tiny",1065,140.582534421931,1
"667","yum",1060,139.922522523236,1
"668","shake",1059,139.790520143497,1
"669","once",1051,138.734501105586,0
"670","em",1049,138.470496346108,0
"671","Roman",1045,137.942486827153,0
"672","warm",1045,137.942486827153,0
"673","Bro",1043,137.678482067675,0
"674","upstairs",1039,137.150472548719,0
"675","special",1032,136.226455890547,0
"676","animal",1031,136.094453510808,1
"677","care",1031,136.094453510808,0
"678","he'll",1025,135.302439232374,0
"679","lion",1025,135.302439232374,1
"680","d",1021,134.774429713419,0
"681","doll",1017,134.246420194463,1
"682","looked",1017,134.246420194463,0
"683","dress",1012,133.586408295769,1
"684","fly",1011,133.45440591603,0
"685","knock",1011,133.45440591603,1
"686","Marky",1009,133.190401156552,0
"687","brother",1004,132.530389257858,1
"688","person",1003,132.398386878119,1
"689","anyway",1002,132.26638449838,0
"690","sounds",1002,132.26638449838,0
"691","yyy",1002,132.26638449838,0
"692","block",998,131.738374979424,1
"693","brown",998,131.738374979424,1
"694","whose",998,131.738374979424,0
"695","wonder",987,130.286348802296,0
"696","dry",984,129.89034166308,1
"697","oink",981,129.494334523863,0
"698","yup",980,129.362332144124,0
"699","sugar",979,129.230329764385,0
"700","started",978,129.098327384646,0
"701","lost",976,128.834322625168,0
"702","bottom",972,128.306313106213,1
"703","its",972,128.306313106213,0
"704","ain't",971,128.174310726474,0
"705","ears",969,127.910305966996,0
"706","poor",966,127.514298827779,1
"707","wipe",966,127.514298827779,1
"708","owl",964,127.250294068301,1
"709","scared",964,127.250294068301,1
"710","zoo",962,126.986289308824,1
"711","cereal",961,126.854286929085,1
"712","Lily",961,126.854286929085,0
"713","t",961,126.854286929085,0
"714","mommy's",960,126.722284549346,0
"715","telephone",960,126.722284549346,1
"716","welcome",958,126.458279789868,0
"717","Baby",957,126.326277410129,0
"718","pie",956,126.19427503039,0
"719","neat",955,126.062272650651,0
"720","hope",952,125.666265511435,0
"721","she'll",952,125.666265511435,0
"722","walking",952,125.666265511435,0
"723","crying",951,125.534263131696,0
"724","ahhah",949,125.270258372218,0
"725","brought",947,125.00625361274,0
"726","far",942,124.346241714046,0
"727","moo",942,124.346241714046,1
"728","alone",939,123.950234574829,0
"729","sick",935,123.422225055873,1
"730","movie",933,123.158220296395,1
"731","how's",931,122.894215536918,0
"732","blanket",930,122.762213157179,1
"733","someone",925,122.102201258484,0
"734","working",923,121.838196499006,0
"735","cook",921,121.574191739529,1
"736","wearing",919,121.310186980051,0
"737","hang",918,121.178184600312,0
"738","pen",918,121.178184600312,1
"739","shut",918,121.178184600312,0
"740","girls",914,120.650175081356,0
"741","supper",914,120.650175081356,0
"742","park",912,120.386170321879,1
"743","teacher",912,120.386170321879,1
"744","horsie",910,120.122165562401,0
"745","frog",909,119.990163182662,1
"746","meat",908,119.858160802923,1
"747","oh_my_goodness",908,119.858160802923,0
"748","banana",907,119.726158423184,1
"749","street",903,119.198148904228,1
"750","swimming",903,119.198148904228,0
"751","legs",902,119.06614652449,0
"752","pour",902,119.06614652449,1
"753","understand",902,119.06614652449,0
"754","reading",900,118.802141765012,0
"755","meow",899,118.670139385273,1
"756","broke",898,118.538137005534,0
"757","quiet",898,118.538137005534,1
"758","couple",897,118.406134625795,0
"759","we've",895,118.142129866317,0
"760","n",892,117.746122727101,0
"761","soup",892,117.746122727101,1
"762","running",890,117.482117967623,0
"763","easy",889,117.350115587884,0
"764","where'd",887,117.086110828406,0
"765","camera",885,116.822106068928,1
"766","boo",884,116.690103689189,0
"767","wee",884,116.690103689189,0
"768","doctor",883,116.55810130945,1
"769","yeh",883,116.55810130945,0
"770","fat",880,116.162094170234,0
"771","happen",880,116.162094170234,0
"772","sheep",878,115.898089410756,1
"773","Sally",877,115.766087031017,0
"774","check",872,115.106075132322,0
"775","butterfly",871,114.974072752584,1
